1.784864208772461325e+00,-2.876287587866150908e+00
1.942214128815990648e+00,-1.974049056927045243e+00
1.524971045110830259e+00,6.500114629689392132e+00
1.744893911395549058e+00,1.130193967198785998e+01
2.127013260545540518e+00,1.627080014175446721e+01
2.130359395131323996e+00,2.617023991052213461e+01
1.359651616661722073e+00,3.375518678362406177e+01
1.441309184336072580e+00,3.548731594385742483e+01
1.285533509498715699e+00,3.986681240573659579e+01
1.674876149848522289e+00,4.435189252015541683e+01
1.263942517076452887e+00,4.854698505743478165e+01
1.690899530592596900e+00,4.686982836757083248e+01
1.883210353812646787e+00,4.818595663469959334e+01
1.512553588845861219e+00,4.661777251649928644e+01
1.910321208178017205e+00,4.695121361206094690e+01
1.824929123614236648e+00,4.608229709232732318e+01
1.258048188575051185e+00,4.491358571062883698e+01
1.792920394188767919e+00,4.616396574629405336e+01
1.493318753105351337e+00,5.000830505020026351e+01
1.649167503207955576e+00,5.417781830453027681e+01
1.517591387969204675e+00,5.888439358774783017e+01
1.927204224510882247e+00,6.002804553853019343e+01
1.674520023868625529e+00,6.119660425425085748e+01
1.390934044672849090e+00,6.311785462903918642e+01
1.778715324229730665e+00,5.884889955499438940e+01
2.014381070709252874e+00,5.244622091836635036e+01
1.540429838574065791e+00,5.053480429800367091e+01
1.456024190130067453e+00,5.308883391588739187e+01
1.622037563753534695e+00,5.543904768896217661e+01
2.170449956058316587e+00,5.789669093660731392e+01
2.210061728670819736e+00,5.769711598299540611e+01
1.906449982110699715e+00,6.283588424368979020e+01
2.136900414736284226e+00,6.862664795589289213e+01
2.079817177491065205e+00,7.051583886860348116e+01
1.612060347526774962e+00,7.404352582006637817e+01
1.326283315069610058e+00,7.086503266943753943e+01
1.887477208721421995e+00,6.663081671861465338e+01
1.791907068586336749e+00,6.043394848565581157e+01
1.595631069260464052e+00,5.415955727850839452e+01
1.459120811037717846e+00,4.962936671703729985e+01
1.640586222574134556e+00,4.940847473117571553e+01
1.703006554897054992e+00,5.204927820763880675e+01
1.503301884448947190e+00,5.322851886536815869e+01
1.525859080423318526e+00,5.031369039425916156e+01
1.691752705520863875e+00,5.137772074652180265e+01
2.094600219144812314e+00,5.030961366489528075e+01
1.820319210665707343e+00,5.347242058990159563e+01
1.517554168630095734e+00,5.318143868207310732e+01
1.512043812821487254e+00,4.959578646464979812e+01
1.688688381719832599e+00,4.376394341468597560e+01
1.439476650802873348e+00,4.381128059858160384e+01
1.435445017240958965e+00,4.764323740607234470e+01
1.748101366015327951e+00,5.057041035712975230e+01
1.321295674978690604e+00,5.127015132851582280e+01
1.717651838549472565e+00,5.241913411499540132e+01
1.596242518585719417e+00,4.932902035597690826e+01
1.941752928013557034e+00,5.005378388498858300e+01
1.980812529299890379e+00,4.775376080188722483e+01
1.925159228053650251e+00,4.992371827327149703e+01
1.923246719952800055e+00,5.414297564042478683e+01
1.607666430346814224e+00,5.625894713094950816e+01
1.902201110933153583e+00,5.385769406849052388e+01
1.573914970154703941e+00,5.078104095192247769e+01
-1.657241439070993305e+00,4.713198927111182002e+01
-1.904228150874994085e+00,3.968543361221916399e+01
-1.784890259676336299e+00,2.073535957370175709e+01
-2.168506378109928967e+00,5.533429021170565676e+00
-1.987359886755530436e+00,-6.972607575508787292e+00
-1.258432702766300704e+00,-1.611915277015785719e+01
-1.999451104584794470e+00,-2.401219643578769336e+01
-1.538557797992538223e+00,-2.557040871466412213e+01
-1.579558450726128882e+00,-3.059557623042391583e+01
-1.506096169502386228e+00,-3.077497123869023810e+01
-1.754946698305437147e+00,-3.090010366601132574e+01
-1.633371534338005748e+00,-3.231509043764949496e+01
-2.163065885007042333e+00,-3.438204488801670777e+01
-2.157473171117635147e+00,-3.490624480083427272e+01
-2.031059282642790009e+00,-3.648953995674984441e+01
