-2.078174311931327622e+00,-3.685557054462653070e+01
-2.129930964358423662e+00,-3.721210349164777398e+01
-2.100741444331014396e+00,-3.664573523374438935e+01
-1.676757577132214960e+00,-4.025354602398348902e+01
-2.042220484015990323e+00,-4.482822532112248837e+01
-1.277934065908660211e+00,-5.002422018672308468e+01
-1.548423530132441828e+00,-5.298636485215985914e+01
-1.689015635580097374e+00,-5.496411887703833088e+01
-1.522854708131970769e+00,-5.726619962934096009e+01
-1.966148637987354952e+00,-5.696073630506249685e+01
-1.303309624686140644e+00,-5.584887982217387048e+01
-1.390842251139897900e+00,-5.546340430379736119e+01
-1.503715810511831119e+00,-5.703252360012858446e+01
-1.749795352854458308e+00,-6.028359735023792609e+01
-1.387932123063221557e+00,-5.808334885414596727e+01
-1.485282985515509191e+00,-5.284367736906811075e+01
-1.569709402540255816e+00,-4.708892962227265144e+01
-1.316060041933930780e+00,-4.132942441157494784e+01
-1.596369745152293795e+00,-4.008741020466777627e+01
-1.864094724087259181e+00,-3.671971930649690563e+01
-1.677190735789422904e+00,-3.675204775678010805e+01
-2.033654732239731366e+00,-3.857790161003761398e+01
-2.037963012546265329e+00,-3.776163714745656819e+01
-1.504365685007047482e+00,-3.960522303478410322e+01
-1.445098605508737366e+00,-3.757220135405050598e+01
-1.257936945256102668e+00,-4.034080428860326606e+01
-1.379063891898366645e+00,-4.235081568752197256e+01
-1.686440982344045825e+00,-4.395296653091450878e+01
-2.140244439416803424e+00,-4.504914025287634871e+01
-1.741162064323755754e+00,-4.781095620859385775e+01
-1.302098961377742725e+00,-4.917704199489426031e+01
-1.442417109436392231e+00,-5.158551478487076736e+01
-1.744941082885780315e+00,-4.832646083252713254e+01
-1.774755947458982241e+00,-4.888866194608657878e+01
-2.012049540530514768e+00,-4.788722204796802373e+01
-2.052821928138044871e+00,-4.826333425886770812e+01
-2.156411639720510642e+00,-4.887051365473449493e+01
-1.337642121352776048e+00,-5.122089491755350821e+01
-1.589858692040809540e+00,-4.898559859054692112e+01
-2.086702991468547097e+00,-5.011717379457591903e+01
-1.815908389223661157e+00,-5.109452919142000127e+01
-2.180926384541995056e+00,-5.469543269910779060e+01
-2.020661959417505038e+00,-5.790834368820120659e+01
-1.499327184810830271e+00,-5.678185499135278747e+01
-1.578912538498268958e+00,-5.487947823904254818e+01
-1.751057011562890731e+00,-5.319900475076619983e+01
-1.955254803444229195e+00,-5.244663304223985278e+01
-1.577812183873683605e+00,-5.057528141141824563e+01
2.190515817515266583e+00,-4.819929364859342513e+01
1.669586862373078739e+00,-3.614737899901641072e+01
1.304198811285556037e+00,-1.678876720906909270e+01
1.291797794020853374e+00,-5.553434579688097728e+00
1.316937324995443248e+00,5.196343687433650160e+00
2.193773493451106837e+00,1.222221553419127282e+01
1.774827142384379774e+00,1.804611763397896240e+01
2.071528738867608244e+00,2.249681393074549618e+01
1.404099850435020613e+00,2.513596716244567375e+01
1.494411378926800982e+00,3.182361141471908894e+01
1.926043818070728664e+00,3.235894885074167604e+01
2.129636634339869605e+00,3.118837002322977270e+01
1.574754790658045467e+00,3.050688358144490664e+01
1.298739504188169303e+00,2.883409976093487614e+01
2.098185975608529930e+00,2.960229948227873820e+01
1.524938752027361843e+00,3.377932875516970768e+01
1.975148712597448508e+00,3.640667580529598979e+01
1.392099960899380040e+00,3.512421693525592303e+01
1.929029741338761816e+00,3.316770651231949785e+01
2.075485925229034301e+00,2.991496099401706488e+01
1.961218384944595217e+00,3.163039922498661127e+01
1.593173831061377221e+00,3.764805782358175179e+01
1.960756057688083809e+00,4.056794190135318701e+01
1.373533430380346143e+00,4.491375987833922068e+01
1.547885421431107966e+00,4.590037699122714088e+01
1.653649062880830467e+00,4.843700334514875294e+01
2.111278345142203250e+00,5.089026671928129986e+01
1.387806514769029054e+00,5.391246697623576978e+01
2.114191096447201268e+00,5.650190978302569533e+01
2.033030625418689841e+00,5.554770983993827116e+01
2.205690603275866746e+00,5.546257769118135883e+01
1.601769289501346449e+00,5.896448389221254871e+01
1.439006075105665028e+00,5.670812466167625132e+01
1.474636626532484840e+00,5.128362905616043577e+01
2.061929107619306922e+00,4.594048783024479832e+01
2.199294454791801190e+00,4.851639303734409481e+01
1.932876304578309501e+00,5.402509151808438759e+01
1.716563347971715725e+00,6.067503327636873678e+01
1.521116070879018789e+00,6.626214662066209371e+01
2.067754190541045478e+00,6.844901388378650609e+01
2.106245814597311750e+00,6.777398233033552799e+01
1.326197897998477426e+00,6.751331331400407976e+01
1.450015777217662727e+00,6.654837800578125950e+01
2.065827396655752324e+00,6.138203258291065367e+01
2.082370203277382092e+00,5.815613401024728546e+01
1.548719304961883259e+00,5.449340284942569212e+01
1.513360903044742134e+00,4.937626990087423451e+01
1.664881328216345935e+00,4.556334425220933326e+01
1.773512806462552716e+00,4.733856665511065387e+01
1.329633121204499613e+00,4.744843391423629697e+01
2.070978444911501182e+00,4.611619163089169149e+01
1.768801176549206877e+00,4.951766241557243831e+01
2.009034121238809423e+00,5.320581322699874960e+01
1.464902571774212792e+00,5.193940912427367351e+01
2.199359657304251758e+00,5.479611156065089261e+01
1.985093613516265343e+00,5.700286840685428302e+01
1.577160170589847255e+00,5.589280431854430731e+01
2.182593953157840438e+00,5.088807936104792873e+01
1.934578085164158745e+00,5.195056505437645455e+01
2.074627391684122912e+00,5.487698920937204861e+01
1.279563612053754795e+00,5.451254184620389509e+01
1.289707847249573991e+00,5.164040906081374516e+01
1.976803579747514750e+00,4.510659185748710343e+01
-1.925348875991476305e+00,4.142628420810582668e+01
-1.713250943096623180e+00,3.437670115615411248e+01
-2.073772885268594823e+00,2.010679212587082532e+01
-1.252082899282883854e+00,3.360799371104942423e+00
-1.727284261265448873e+00,-7.518263526280481557e+00
-1.401034230465143082e+00,-1.416777624498471866e+01
-2.155997512659872051e+00,-1.708335527123191611e+01
-1.751119856722030299e+00,-1.987216009329392818e+01
-2.167755828534092544e+00,-2.540014192931594295e+01
-1.345793877852131226e+00,-3.196664875073194878e+01
-1.784225130226909650e+00,-4.021999403072496193e+01

G= 
  2 z^2 + 2 z - 1.5
----------------------
z^3 - 1.4 z^2 + 0.48 z


H= 
         z^3
----------------------
z^3 - 1.4 z^2 + 0.48 z


N= 200

sigma^2= 8
